facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
St Ignatius Preschool & Extended Care,3330 SE 43rd Ave,Portland,OR,97206,5037745533,Center,Regulated  Center (not HS),Certified,50,Unknown,No,No,NA,"3330 SE 43rd Ave Portland, OR 97206",-122.6181472,45.4987642
St James Child Development Center,1315 SW Park Ave,Portland,OR,97201,5032272439,Center,Regulated  Center (not HS),Certified,140,Unknown,No,No,2,"1315 SW Park Ave Portland, OR 97201",-122.6836694,45.5156286
Small World Learning Center,1620 NW Division St,Gresham,OR,97030,5036665437,Center,Regulated  Center (not HS),Certified,78,Yes,No,No,NA,"1620 NW Division St Gresham, OR 97030",-122.4494295,45.5042043
,236 N Killingsworth Street APT C-201,Portland,OR,,5039540834,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"236 N Killingsworth Street APT C-201 Portland, OR ",-122.6694695,45.5625121
West Hills Montessori School,4920 SW Vermont St,Portland,OR,97219,5032465495,Center,Regulated  Center (not HS),Certified,170,Unknown,No,No,2,"4920 SW Vermont St Portland, OR 97219",-122.7281022,45.4758925
Play School Daycare,14919 E Burnside St,Portland,OR,97233,5032577270,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,NA,"14919 E Burnside St Portland, OR 97233",-122.509576,45.5226619
Albina Head Start - McCormack/Matthews,6930 N Kerby Ave,Portland,OR,97217,5035468992,Center,Head Start/Early HS,Certified,84,Yes,Yes,No,5,"6930 N Kerby Ave Portland, OR 97217",-122.6724411,45.5731165
,2257 SE 176th Ave,Portland,OR,97233,5034130691,Family,Regulated Family Child Care Home,Register,1,Unknown,No,No,NA,"2257 SE 176th Ave Portland, OR 97233",-122.4823705,45.5059514
,7638 SE 109th Ave,Portland,OR,97266,9712022381,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"7638 SE 109th Ave Portland, OR 97266",-122.5512058,45.4672366
Rainbow Grove Playcare,1215 NE 81st Ave,Portland,OR,97213-6840,5039542666,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1215 NE 81st Ave Portland, OR 97213-6840",-122.5802591,45.5318538
Mt Hood Community College Head Start - Rockwood,124 NE 181st Ave Ste 130,Portland,OR,97230,5034916767,Center,Head Start/Early HS,Certified,60,Unknown,Yes,No,5,"124 NE 181st Ave Ste 130 Portland, OR 97230",-122.4765532,45.5228828
Sandy's Childcare,3460 SE Elizabeth Pl,Troutdale,OR,97060,5036672545,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"3460 SE Elizabeth Pl Troutdale, OR 97060",-122.3809959,45.516844
Kids Community Learning Center,2033 NW Glisan St,Portland,OR,97209,5039166367,Center,Regulated  Center (not HS),Certified,70,Unknown,No,No,NA,"2033 NW Glisan St Portland, OR 97209",-122.6936334,45.5268178
Children's Elite Home,11121 SW 35th Ave,Portland,OR,97219,5034520863,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,NA,"11121 SW 35th Ave Portland, OR 97219",-122.7131588,45.4450138
SUN Community School - Woodmere Elementary,7900 SE Duke St,Portland,OR,97206,5039166373,Center,Exempt Center,Recorded,393,Unknown,No,No,NA,"7900 SE Duke St Portland, OR 97206",-122.5821423,45.4750999
,19100 E Burnside St Apt H156,Portland,OR,97233,5036189235,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,NA,"19100 E Burnside St Apt H156 Portland, OR 97233",-122.4671057,45.5186247
Building Blocks Childcare and Preschool,905 NE 128th Ave,Portland,OR,97230-2443,5037288553,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"905 NE 128th Ave Portland, OR 97230-2443",-122.532261,45.5291738
,1904 NE 62nd Ave,Portland,OR,97213,5032819533,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"1904 NE 62nd Ave Portland, OR 97213",-122.5992133,45.5363037
,2977 SE Elliott Pl,Gresham,OR,97080,5037206954,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"2977 SE Elliott Pl Gresham, OR 97080",-122.428625,45.4759641
,648 SE 137th Ave,Portland,OR,97233,5037400373,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"648 SE 137th Ave Portland, OR 97233",-122.5224385,45.5176483
Natalya Morozova,10930 SE Stark St Apt 131,Portland,OR,97216,9712706086,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2,"10930 SE Stark St Apt 131 Portland, OR 97216",-122.5504132,45.5187611
,17103 SE Powell Blvd,Portland,OR,97236-1752,9712249494,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"17103 SE Powell Blvd Portland, OR 97236-1752",-122.4865358,45.4930412
Vermont Hills - VA,3710 SW US Veterans Hospital Rd Bldg T51 #P-Child,Portland,OR,97239,5037217830,Center,Regulated  Center (not HS),Certified,48,Unknown,No,No,NA,"3710 SW US Veterans Hospital Rd Bldg T51 #P-Child Portland, OR 97239",NA,NA
,8726 NE Hassalo St,Portland,OR,97220,5032555924,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"8726 NE Hassalo St Portland, OR 97220",-122.5729731,45.5307531
Luhndyn Daycare,7025 N Ivanhoe St,Portland,OR,97203,5039332649,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"7025 N Ivanhoe St Portland, OR 97203",-122.7406821,45.58543470000001
,2333 SE 130th Ave Apt C111,Portland,OR,97233,5032550625,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"2333 SE 130th Ave Apt C111 Portland, OR 97233",-122.5302719,45.50508629999999
,12549 SE Boise St,Portland,OR,97236-3721,5035150012,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"12549 SE Boise St Portland, OR 97236-3721",-122.53386,45.49229649999999
Pam's Day Care,6221 NE Milton St,Portland,OR,97213,5032814863,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,NA,"6221 NE Milton St Portland, OR 97213",-122.5989234,45.5490947
Teresa Newton Childcare LLC,7115 SE 36th Ave,Portland,OR,97202,5037749942,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"7115 SE 36th Ave Portland, OR 97202",-122.6264801,45.4715702
SE YMCA Child Development Center,6036 SE Foster Rd,Portland,OR,97206,5037710261,Center,Regulated  Center (not HS),Certified,160,Yes,No,No,2,"6036 SE Foster Rd Portland, OR 97206",-122.6013916,45.49131389999999
SUN Community School - Ockley Green,6031 N Montana Ave,Portland,OR,97217,5039165660,Center,Exempt Center,Recorded,309,Unknown,No,No,NA,"6031 N Montana Ave Portland, OR 97217",-122.6807715,45.5669895
,2837 SE 133rd Ave,Portland,OR,97236-3026,9712952666,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2837 SE 133rd Ave Portland, OR 97236-3026",-122.5271497,45.5011656
,2636 SE 187th Pl,Gresham,OR,97030-5108,9713733766,Family,Regulated Family Child Care Home,Register,3,Unknown,No,No,NA,"2636 SE 187th Pl Gresham, OR 97030-5108",-122.4688502,45.5033202
,11803 SE Bush St,Portland,OR,97266,5037608921,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"11803 SE Bush St Portland, OR 97266",-122.5416922,45.4947223
SUN Community School - Scott,6700 NE Prescott St,Portland,OR,97218,5039166369,Center,Exempt Center,Recorded,130,Unknown,No,No,NA,"6700 NE Prescott St Portland, OR 97218",-122.5942442,45.5550501
Gresham Heights Learning Center,2300 NW Division St,Gresham,OR,97030,5036675198,Center,Regulated  Center (not HS),Certified,104,Yes,No,No,3,"2300 NW Division St Gresham, OR 97030",-122.4560341,45.5039299
Joyful Noise - Metro Kids Child Development Center,600 NE Grand Ave,Portland,OR,97232,5037971702,Center,Regulated  Center (not HS),Certified,61,Yes,No,No,5,"600 NE Grand Ave Portland, OR 97232",-122.6602507,45.5273671
Southwest Parent-Child Collective,6053 SW 55th Dr,Portland,OR,97221-1602,5032446604,Center,Exempt Center,Recorded,32,Unknown,No,No,NA,"6053 SW 55th Dr Portland, OR 97221-1602",-122.7339759,45.4804335
,423 NE 92nd Ave,Portland,OR,97220,5032561279,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"423 NE 92nd Ave Portland, OR 97220",-122.5696639,45.5258213
Kris Brown Child Care,10515 NE Morris St,Portland,OR,97220,5032548691,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2,"10515 NE Morris St Portland, OR 97220",-122.5545375,45.543866800000004
Stepping Stone Day School Center - Highland,4400 SW 11th St,Gresham,OR,97080-4319,5034650030,Center,Regulated  Center (not HS),Certified,116,Yes,No,No,NA,"4400 SW 11th St Gresham, OR 97080-4319",-122.4765097,45.4880659
The Play Place,3727 SW 14th Dr,Gresham,OR,97080-8338,5037581737,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"3727 SW 14th Dr Gresham, OR 97080-8338",-122.4705225,45.4862186
Joyful Noise - City Kids Child Dev. Center,138 SW Clay St,Portland,OR,97204,5038236163,Center,Regulated  Center (not HS),Certified,87,Yes,No,No,5,"138 SW Clay St Portland, OR 97204",-122.677201,45.5124197
KCE Champions - West Gresham,330 W Powell Blvd,Gresham,OR,97030,5036652650,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,2,"330 W Powell Blvd Gresham, OR 97030",-122.4352372,45.4967056
Megan's Daycare,3917 NE Multnomah St,Portland,OR,97232,5032343941,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"3917 NE Multnomah St Portland, OR 97232",-122.6225415,45.5317187
,1797 SE 117th Ave,Portland,OR,97216,5034081265,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"1797 SE 117th Ave Portland, OR 97216",-122.5435067,45.5104373
SUN Community School - Robert Gray Middle,5505 SW 23rd Ave,Portland,OR,97201,5039165676,Center,Exempt Center,Recorded,428,Unknown,No,No,NA,"5505 SW 23rd Ave Portland, OR 97201",-122.7012934,45.4820989
,19917 NE Glisan St,Portland,OR,97230-8055,5038106626,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"19917 NE Glisan St Portland, OR 97230-8055",-122.4579845,45.5272501
Mt Hood Community College Head Start - Gateway,10317 E Burnside St,Portland,OR,97216,5039884360,Center,Head Start/Early HS,Certified,40,Unknown,Yes,No,5,"10317 E Burnside St Portland, OR 97216",-122.556835,45.5231203
Village Child Care Center Mississippi,3508B N Michigan Ave,Portland,OR,97227,5032864859,Center,Regulated  Center (not HS),Certified,33,Yes,No,No,2,"3508B N Michigan Ave Portland, OR 97227",-122.6763528,45.5480257
Treehill Day School,23802 NE Treehill Dr,Wood Village,OR,97060-1113,5036665505,Center,Regulated  Center (not HS),Certified,105,Yes,No,No,NA,"23802 NE Treehill Dr Wood Village, OR 97060-1113",-122.4176331,45.5330327
,4020 SE 124th Ave,Portland,OR,97236,5038412469,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,NA,"4020 SE 124th Ave Portland, OR 97236",-122.5353169,45.4929397
Holy Family School Extended Care Program,7425 SE Cesar E Chavez Blvd,Portland,OR,97202,5037748871,Center,Regulated  Center (not HS),Certified,15,Unknown,No,No,NA,"7425 SE Cesar E Chavez Blvd Portland, OR 97202",-122.6232522,45.4694639
SUN Community School - Lynch Wood Elementary,3615 SE 174th Ave,Portland,OR,97236,5037623204,Center,Exempt Center,Recorded,20,Unknown,No,No,NA,"3615 SE 174th Ave Portland, OR 97236",-122.4857978,45.4966352
KCE Champions - Pleasant Valley,17625 SE Foster Rd,Portland,OR,97236,5038038333,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,NA,"17625 SE Foster Rd Portland, OR 97236",-122.4797464,45.464609
Beautiful Butterflies Montessori Childcare,1907 NE Holman St,Portland,OR,97211-5476,5039010585,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1907 NE Holman St Portland, OR 97211-5476",-122.6458636,45.5686948
Snuggle Bug Daycare,1273 SE Glacier Ln,Gresham,OR,97080,5036656180,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"1273 SE Glacier Ln Gresham, OR 97080",-122.3808597,45.4876171
,5273 NE 74th Ave,Portland,OR,97218,5033818124,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"5273 NE 74th Ave Portland, OR 97218",-122.5868142,45.5613502
Applegate Head Start,7650 N Commercial Ave,Portland,OR,97217-1468,5039166294,Center,Head Start/Early HS,Certified,77,Unknown,Yes,No,2,"7650 N Commercial Ave Portland, OR 97217-1468",-122.6704269,45.57921409999999
Burlingame Preschool,4729 SW Taylors Ferry Rd,Portland,OR,97219,5032440689,Center,Exempt Center,Recorded,38,Unknown,No,No,NA,"4729 SW Taylors Ferry Rd Portland, OR 97219",-122.7257534,45.4549246
Fruit and Flower Child Care Center,2378 NW Irving St,Portland,OR,97210,5032288349,Center,Regulated  Center (not HS),Certified,139,Yes,No,No,5,"2378 NW Irving St Portland, OR 97210",-122.7000416,45.5272486
Charity's Seeds of Promise LLC,4620 SE 122nd Ave Apt 102,Portland,OR,97236,5037611655,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,NA,"4620 SE 122nd Ave Apt 102 Portland, OR 97236",-122.5367842,45.4887995
,817 SE Francis Ave,Gresham,OR,97080-1368,5034221511,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"817 SE Francis Ave Gresham, OR 97080-1368",-122.411123,45.491293
,11609 SE Hawthorne St,Portland,OR,97216-3940,5032538155,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,3,"11609 SE Hawthorne St Portland, OR 97216-3940",-122.5437595,45.51272729999999
Early Learning Kingdom,4232 NE 131st Pl,Portland,OR,97230-1422,5032544355,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"4232 NE 131st Pl Portland, OR 97230-1422",-122.528719,45.5537973
,7654 SE Harney St,Portland,OR,97206-8654,5038160150,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"7654 SE Harney St Portland, OR 97206-8654",-122.5845854,45.4630991
,13922 SE Lincoln St,Portland,OR,97233,5034086508,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"13922 SE Lincoln St Portland, OR 97233",-122.5204768,45.5076839
A Place 4 Kids Daycare and Preschool 1,2826 SE 118th Ave,Portland,OR,97266,5037610448,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"2826 SE 118th Ave Portland, OR 97266",-122.5418937,45.50130619999999
Marti's Place,4333 NE 32nd Ave,Portland,OR,97211,5032812004,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,NA,"4333 NE 32nd Ave Portland, OR 97211",-122.6330954,45.554853
Tabor Tots Preschool I,2134 SE 53rd Ave,Portland,OR,97215-3914,5038881784,Certified,Regulated Family Child Care Home,Certified,14,Unknown,No,No,NA,"2134 SE 53rd Ave Portland, OR 97215-3914",-122.6078389,45.5075024
Mt Hood Community College Head Start - Knott Center,11456 NE Knott St,Portland,OR,97220,5032546454,Center,Head Start/Early HS,Certified,120,Unknown,Yes,No,5,"11456 NE Knott St Portland, OR 97220",-122.5451343,45.541229
SUN Community School - Grout Elementary,3119 SE Holgate Blvd,Portland,OR,97202,5039166209,Center,Exempt Center,Recorded,20,Unknown,No,No,NA,"3119 SE Holgate Blvd Portland, OR 97202",-122.6331694,45.49091809999999
Peninsula Children's Learning Center - Sabin,4013 NE 18th Ave,Portland,OR,97212,5037562761,Center,Regulated  Center (not HS),Certified,76,Yes,No,No,2,"4013 NE 18th Ave Portland, OR 97212",-122.6478972,45.5521487
Kindercare - Downtown 1702,1400 SW 5th Ave Ste 100,Portland,OR,97201,5032480581,Center,Regulated  Center (not HS),Certified,112,Yes,No,No,NA,"1400 SW 5th Ave Ste 100 Portland, OR 97201",-122.6800764,45.5137108
,8239 NE Brazee Street,Portland,OR,,NA,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,NA,"8239 NE Brazee Street Portland, OR ",-122.5779821,45.5402534
,302 NE 81st Ave,Portland,OR,97213-7022,5039155718,Family,Regulated Family Child Care Home,Register,3,Unknown,No,No,NA,"302 NE 81st Ave Portland, OR 97213-7022",-122.5798082,45.5253464
Overlook Collaborative Preschool,1707 N Jarrett St,Portland,OR,97217,5034774455,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,5,"1707 N Jarrett St Portland, OR 97217",-122.6850467,45.5649806
Sellwood Bilingual Preschool,1664 SE Marion St,Portland,OR,97202-7234,5032331814,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"1664 SE Marion St Portland, OR 97202-7234",-122.6476344,45.4598624
Growing Seeds,6527 NE MLK Blvd,Portland,OR,97211,5032839669,Center,Regulated  Center (not HS),Certified,75,Unknown,No,No,2,"6527 NE MLK Blvd Portland, OR 97211",-122.6617481,45.5705373
Albina Head Start Highland Center,7600 NE Glisan St,Portland,OR,97213,5032821975,Center,Head Start/Early HS,Certified,100,Yes,Yes,No,5,"7600 NE Glisan St Portland, OR 97213",-122.5843165,45.5261817
"Hancock Street Preschool, Inc",1624 NE Hancock St,Portland,OR,97212,5038033476,Center,Exempt Center,Recorded,18,Unknown,No,No,NA,"1624 NE Hancock St Portland, OR 97212",-122.6487013,45.5362279
"Children's Club, Inc",3520 SE Yamhill St,Portland,OR,97214,5032332246,Center,Regulated  Center (not HS),Certified,65,Yes,No,No,NA,"3520 SE Yamhill St Portland, OR 97214",-122.6279169,45.5154953
Friendly House - Friendly Chaps,1715 NW 26th Ave,Portland,OR,97210,5032284391,Center,Regulated  Center (not HS),Certified,40,Unknown,No,No,2,"1715 NW 26th Ave Portland, OR 97210",-122.705074,45.5349253
,6820 SE 85TH AVE,Portland,OR,97266,5034732705,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,NA,"6820 SE 85TH AVE Portland, OR 97266",-122.5755914,45.4730591
Albina Head Start - Carolyn Young Center,4219 NE Martin Luther King Blvd,Portland,OR,97211,5034933542,Center,Head Start/Early HS,Certified,135,Yes,Yes,No,5,"4219 NE Martin Luther King Blvd Portland, OR 97211",-122.6618622,45.5541306
Petunia Preschool,5433 NE 53rd Ave,Portland,OR,97218,5032885177,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,NA,"5433 NE 53rd Ave Portland, OR 97218",-122.6088213,45.5625375
SUN Community School - Shaver Elementary,3701 NE 131st Pl,Portland,OR,97203,5034082850,Center,Exempt Center,Recorded,400,Unknown,No,No,NA,"3701 NE 131st Pl Portland, OR 97203",-122.5287883,45.54944099999999
,2333 SE 130th Ave Apt B110,Portland,OR,97233,5039229239,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"2333 SE 130th Ave Apt B110 Portland, OR 97233",-122.5302719,45.50508629999999
Ashley's Daycare,16000 SE Powell Blvd Unit 71,Portland,OR,97236,5037603713,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,3,"16000 SE Powell Blvd Unit 71 Portland, OR 97236",-122.4986964,45.4940147
Noah's Ark Daycare,29 NE 218th Ave,Gresham,OR,97030-8546,5039121222,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"29 NE 218th Ave Gresham, OR 97030-8546",-122.4383046,45.522549
Art 4 Life - Chief Joseph,2409 N Saratoga St,Portland,OR,97217,5037809145,Center,Regulated  Center (not HS),Certified,60,Yes,No,No,NA,"2409 N Saratoga St Portland, OR 97217",-122.6909755,45.57289180000001
Airport Learning Tree,12029 NE Ainsworth Cir Ste 100,Portland,OR,97220,5032551056,Center,Regulated  Center (not HS),Certified,97,Yes,No,No,2,"12029 NE Ainsworth Cir Ste 100 Portland, OR 97220",-122.538694,45.5654707
,1314 SE 120th Ave,Portland,OR,97216,5035120230,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,3,"1314 SE 120th Ave Portland, OR 97216",-122.5391485,45.513839
KCE Champions - Highland,295 NE 24th St,Gresham,OR,97030,5036618260,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,2,"295 NE 24th St Gresham, OR 97030",-122.4276001,45.514155
